OCC_CODE,REPORT_DATE,AREA,AREA_TITLE,NAICS,VALUE
31-1131,2020-05-01,47,Tennessee,623300,26190
21-1022,2020-05-01,48,Texas,623300,55190
29-1141,2020-05-01,48,Texas,623300,69180
31-1131,2020-05-01,48,Texas,623300,28210
29-1141,2020-05-01,49,Utah,623300,62820
31-1131,2020-05-01,49,Utah,623300,27270
29-1141,2020-05-01,50,Vermont,623300,67470
31-1131,2020-05-01,50,Vermont,623300,29780
21-1022,2020-05-01,51,Virginia,623300,56730
29-1141,2020-05-01,51,Virginia,623300,65220
31-1131,2020-05-01,51,Virginia,623300,29390
21-1022,2020-05-01,53,Washington,623300,62810
29-1141,2020-05-01,53,Washington,623300,75790
31-1131,2020-05-01,53,Washington,623300,34530
29-1141,2020-05-01,54,West Virginia,623300,56590
31-1131,2020-05-01,54,West Virginia,623300,25440
21-1022,2020-05-01,55,Wisconsin,623300,46380
29-1141,2020-05-01,55,Wisconsin,623300,67240
31-1131,2020-05-01,55,Wisconsin,623300,29790
29-1141,2020-05-01,56,Wyoming,623300,63700
31-1131,2020-05-01,56,Wyoming,623300,29530
29-1141,2020-05-01,72,Puerto Rico,623300,18950
31-1131,2020-05-01,72,Puerto Rico,623300,19220
21-1021,2020-05-01,1,Alabama,623900,39080
21-1023,2020-05-01,4,Arizona,623900,50030
21-1021,2020-05-01,6,California,623900,45140
21-1022,2020-05-01,6,California,623900,54680
21-1023,2020-05-01,6,California,623900,59930
21-1029,2020-05-01,6,California,623900,54890
29-1141,2020-05-01,6,California,623900,75710
21-1021,2020-05-01,8,Colorado,623900,37800
21-1021,2020-05-01,9,Connecticut,623900,46160
29-1141,2020-05-01,9,Connecticut,623900,74950
21-1021,2020-05-01,12,Florida,623900,40940
21-1023,2020-05-01,12,Florida,623900,23010
29-1141,2020-05-01,12,Florida,623900,52580
31-1131,2020-05-01,12,Florida,623900,23760
21-1021,2020-05-01,13,Georgia,623900,34680
31-1131,2020-05-01,13,Georgia,623900,23440
29-1141,2020-05-01,16,Idaho,623900,56250
31-1131,2020-05-01,16,Idaho,623900,24870
21-1021,2020-05-01,17,Illinois,623900,41320
21-1023,2020-05-01,17,Illinois,623900,35420
29-1141,2020-05-01,17,Illinois,623900,68800
21-1021,2020-05-01,18,Indiana,623900,36270
21-1023,2020-05-01,18,Indiana,623900,39700
21-1021,2020-05-01,19,Iowa,623900,31410
21-1021,2020-05-01,20,Kansas,623900,38680
21-1021,2020-05-01,21,Kentucky,623900,33430
21-1023,2020-05-01,23,Maine,623900,49060
21-1029,2020-05-01,23,Maine,623900,38420
21-1021,2020-05-01,24,Maryland,623900,49920
29-1141,2020-05-01,24,Maryland,623900,64620
21-1021,2020-05-01,25,Massachusetts,623900,41930
21-1022,2020-05-01,25,Massachusetts,623900,55020
21-1023,2020-05-01,25,Massachusetts,623900,36970
29-1141,2020-05-01,25,Massachusetts,623900,82520
31-1131,2020-05-01,25,Massachusetts,623900,31280
21-1021,2020-05-01,26,Michigan,623900,46890
29-1141,2020-05-01,26,Michigan,623900,62990
31-1131,2020-05-01,26,Michigan,623900,28950
21-1021,2020-05-01,27,Minnesota,623900,41350
21-1022,2020-05-01,27,Minnesota,623900,47970
21-1023,2020-05-01,27,Minnesota,623900,52510
29-1141,2020-05-01,27,Minnesota,623900,62530
31-1131,2020-05-01,27,Minnesota,623900,32750
21-1021,2020-05-01,29,Missouri,623900,41220
21-1022,2020-05-01,29,Missouri,623900,42900
29-1141,2020-05-01,29,Missouri,623900,61170
31-1131,2020-05-01,29,Missouri,623900,25580
21-1023,2020-05-01,30,Montana,623900,39040
21-1021,2020-05-01,31,Nebraska,623900,42490
21-1023,2020-05-01,31,Nebraska,623900,30480
31-1131,2020-05-01,31,Nebraska,623900,31930
21-1021,2020-05-01,34,New Jersey,623900,29970
29-1141,2020-05-01,34,New Jersey,623900,62300
31-1131,2020-05-01,34,New Jersey,623900,28200
21-1021,2020-05-01,35,New Mexico,623900,28640
21-1021,2020-05-01,36,New York,623900,47400
21-1022,2020-05-01,36,New York,623900,47890
21-1023,2020-05-01,36,New York,623900,52300
29-1141,2020-05-01,36,New York,623900,63010
21-1021,2020-05-01,37,North Carolina,623900,45380
29-1141,2020-05-01,37,North Carolina,623900,60260
21-1021,2020-05-01,38,North Dakota,623900,50050
21-1021,2020-05-01,39,Ohio,623900,48980
21-1023,2020-05-01,39,Ohio,623900,44340
21-1021,2020-05-01,40,Oklahoma,623900,28850
21-1021,2020-05-01,42,Pennsylvania,623900,36360
29-1141,2020-05-01,42,Pennsylvania,623900,66960
31-1131,2020-05-01,42,Pennsylvania,623900,30590
21-1021,2020-05-01,44,Rhode Island,623900,48830
21-1021,2020-05-01,45,South Carolina,623900,40920
29-1141,2020-05-01,45,South Carolina,623900,61560
21-1021,2020-05-01,46,South Dakota,623900,39580
21-1021,2020-05-01,47,Tennessee,623900,38070
21-1029,2020-05-01,47,Tennessee,623900,38650
29-1141,2020-05-01,47,Tennessee,623900,64550
21-1021,2020-05-01,48,Texas,623900,44570
21-1022,2020-05-01,48,Texas,623900,56520
